ID,Lat,Long
4976478188,26.147868,91.8017241
4976865648,26.1064684,91.6094188
4976868448,26.1583432,91.6617852
4978903278,26.1564058,91.7929172
5444810006,26.1333094,91.8193324
4978330268,26.1849004,91.8079448
4976747178,26.1149118,91.8172053
4976865233,26.114175,91.6113775
4983808796,26.1955147,91.8008135
4925822894,26.1024562,91.7110061
4978331975,26.1853225,91.7815035
4978981895,26.172651,91.8064993
4977090887,26.1927829,91.7585638
2283874235,26.1138975,91.7726241
4723501389,26.1307598,91.7896764
4979119925,26.1650846,91.7753649
4979119676,26.1618916,91.7732563
4976866809,26.1418322,91.6425803
4978332702,26.1897507,91.7769075
4890808228,26.1263679,91.7840177
4992470250,26.1936999,91.667013
4978330543,26.1827479,91.804229
5055700446,26.1106988,91.6474251
4977089760,26.1865211,91.7717901
1364513053,26.1503526,91.6957728
4979031423,26.1537655,91.7790043
4978920698,26.1153769,91.7789821
4977284997,26.1096086,91.7705272
4978887533,26.1547201,91.8113652
4979072491,26.1755376,91.8015881
5254025776,26.1673331,91.7366381
1299581735,26.1137557,91.7300848
4978333134,26.1845723,91.7601733
4969275779,26.1881641,91.7528483
6709798572,26.148972,91.7944564
4972483220,26.1729248,91.7350279
4979126148,26.1707683,91.768823
4978932401,26.1162605,91.7769313
4978924389,26.1135045,91.7634117
4976870765,26.1908273,91.6657279
6098962603,26.1293584,91.8081872
6132668189,26.1328054,91.7607185
4977090576,26.1910926,91.7636654
4976868442,26.1549773,91.6627081
1380068486,26.1160857,91.7085454
4978912725,26.1769619,91.8292612
4978968610,26.1355929,91.7622965
5484690551,26.1155737,91.7101398
4983817828,26.1954497,91.7837547
4976866799,26.1408863,91.6397571
4976662790,26.1127795,91.8021886
5444810016,26.132985,91.8215049
4892665990,26.1383634,91.8152795
7053421709,26.1126744,91.7275277
4974640786,26.1422409,91.8270839
4994016369,26.2072855,91.7228354
6970589739,26.1727767,91.7397621
4979124092,26.1648748,91.7603107
4994125269,26.1904813,91.6869582
4979114323,26.1528455,91.7841027
1380069505,26.1159638,91.7101829
4890703761,26.1396074,91.7445252
4976710555,26.109375,91.8037326
6970460987,26.1385586,91.7991049
1698296770,26.1846165,91.7428054
4983829335,26.1980279,91.7782752
4979129300,26.1724337,91.7647401
4979128682,26.1702411,91.7669458
4994016155,26.2044241,91.7130186
4978932385,26.1188434,91.7770863
4978929431,26.1254068,91.7773283
4976865795,26.1241064,91.615139
5592313831,26.1654404,91.8256396
4978330246,26.1810585,91.8151229
4978965259,26.1442457,91.7809538
4976868426,26.1584278,91.6674861
4976595712,26.203353,91.6921952
1364340436,26.1588637,91.7659591
4976867979,26.1534202,91.6633935
6880618714,26.1446191,91.794709
6880586286,26.1892111,91.6526431
3968667840,26.1483712,91.7050206
5253955597,26.1832218,91.6697904
4978881114,26.1612111,91.8197152
7113122608,26.1836322,91.7859316
4890808040,26.1224065,91.7675382
6098942259,26.1244841,91.8095
4976595818,26.2096245,91.7247651
5255306041,26.1633536,91.7677984
5440066039,26.1453565,91.7903031
4977214487,26.1041001,91.7768474
4972479861,26.1524201,91.6754807
4976867084,26.1431313,91.6598644
4978982428,26.1780972,91.8181106
4890746744,26.1545087,91.8237117
4976515376,26.1388676,91.8029857
6970585015,26.1778179,91.7512403
4976866793,26.1397919,91.6405337
7079643723,26.1043914,91.7196017
4974870398,26.153865,91.8357288
4979137005,26.1755754,91.7705208
1359542384,26.1915019,91.6982288
1364513362,26.1539727,91.6971912
4972480954,26.161248,91.7012473
4976866895,26.139383,91.6366467
4890808152,26.1157343,91.7730501
4979057873,26.1496886,91.7785218
1364588955,26.1517789,91.7829197
4972482632,26.1680133,91.7229765
4978929092,26.1237936,91.7800534
4978913341,26.1751975,91.8247175
4972482420,26.1673915,91.683444
4424514428,26.1677675,91.5732473
4976516892,26.143185,91.8041726
4989788020,26.1873204,91.5939289
7113122704,26.183882,91.7915137
5255306042,26.1668655,91.7665892
4979052104,26.1534389,91.7679213
4978329903,26.1825861,91.828701
4976862885,26.1105379,91.616139
4976600839,26.1931524,91.6878828
4976724146,26.1053727,91.7977008
4976866233,26.1310193,91.62217
5055787136,26.1490352,91.6667421
4978957860,26.1432379,91.7851173
4976595962,26.2082106,91.7389884
4979001685,26.1471411,91.7797021
2686165185,26.1767533,91.7718434
5053141727,26.1051268,91.5893733
4976870513,26.1672236,91.6646631
4976747148,26.1126726,91.8145255
4723842093,26.1301053,91.7369384
4976869053,26.1371685,91.632147
4890614258,26.1444186,91.7707303
4976866247,26.137307,91.6196768
4978332350,26.1895685,91.7884555
4976865510,26.1195173,91.6184686
5439623267,26.1306633,91.8079605
7106701625,26.1819866,91.8331575
4972483203,26.1724033,91.7478632
4974914234,26.1332454,91.8193965
4976747185,26.1131195,91.8159488
4890614362,26.1371945,91.7724413
4978928312,26.1224209,91.7854017
4978881058,26.1624799,91.821169
5592600695,26.1468076,91.7257052
4972479567,26.1492672,91.6832594
4977089629,26.1854272,91.7747687
4978902149,26.1601952,91.7980564
4993892816,26.1819521,91.6778719
4974547829,26.1366222,91.8137846
4978955824,26.1297674,91.7784373
2283874721,26.1200769,91.7855658
4979145414,26.1800885,91.764175
4978893652,26.1714182,91.8257582
7094370612,26.1245389,91.7868978
5253866545,26.0988347,91.5958789
4979135532,26.1791935,91.7718552
4979129123,26.172564,91.764236
4978332110,26.1856121,91.775579
4890807947,26.1211855,91.8016344
1364513193,26.1508192,91.6871682
6722775486,26.1501495,91.6714438
4976870490,26.1659188,91.662402
5234510029,26.0814025,91.5583105
5053400518,26.1958173,91.6993262
4976869112,26.149472,91.641882
3736220226,26.1256048,91.8079656
4977090613,26.1896546,91.759237
4975070692,26.1477422,91.8424276
4977089734,26.1885348,91.77273
4976870078,26.1411748,91.6372884
7113115798,26.1819635,91.8031678
2666919831,26.1436615,91.6815059
4976865096,26.1054566,91.6010727
5592369223,26.1343172,91.7059641
4976665434,26.1299468,91.8071306
4890807986,26.1174719,91.8002585
4972467710,26.1213766,91.6949327
4993975362,26.2071838,91.717134
4972467711,26.1213828,91.7224209
4994016408,26.198094,91.717403
4976868127,26.1553031,91.6635961
5254026026,26.1196121,91.7518032
4976668134,26.1296474,91.8087827
4978901386,26.1533144,91.7959749
4892939029,26.1149166,91.7958006
4978882814,26.1596945,91.8112421
4977206385,26.1068202,91.7708092
4978942677,26.1317853,91.7778971
4979121263,26.1594182,91.7613685
4975025480,26.1296273,91.8216688
4079922143,26.1313016,91.8081643
4976724190,26.1098039,91.7974913
4890614264,26.1430529,91.7748365
4993947034,26.198161,91.7151692
4994030137,26.1897177,91.7181511
7106701657,26.1857752,91.8384458
4979127756,26.1723257,91.7633969
4979079938,26.1760292,91.7889141
4978913822,26.1179161,91.7980993
4978906562,26.1692967,91.8177872
4994016391,26.2026157,91.7184234
4975037498,26.1396286,91.8095647
4976865278,26.1177177,91.6082098
2319238624,26.1176456,91.7821528
2283874710,26.1193287,91.7700112
566697384,26.1233953,91.7988795
4975168323,26.1400303,91.8137101
4976869071,26.1419597,91.6274679
4976866856,26.1346707,91.6322249
4977091413,26.1939177,91.7618241
4976870031,26.1444133,91.6444472
5592430006,26.1041498,91.7296649
4978330899,26.1903595,91.8044985
4976580952,26.1339019,91.8006533
4983832255,26.1954624,91.7693998
1364513606,26.1505907,91.701064
4979134289,26.1812224,91.7691502
5255199880,26.1702733,91.7628346
4976595346,26.1309526,91.799175
4972480002,26.1544592,91.6850136
4974677744,26.1540707,91.8230815
6880340281,26.1682888,91.7510185
4977284987,26.1024359,91.7669011
4979101280,26.1715675,91.7908305
4978896133,26.1623041,91.8005884
4976478154,26.1479268,91.796322
4976600340,26.1979274,91.7224893
4972477858,26.1241319,91.7246331
4979130525,26.1723221,91.7651721
4979016801,26.1472063,91.7793828
4976865267,26.1169926,91.6123929
4976865448,26.1207961,91.6136325
4979128018,26.1728953,91.7727361
4979068624,26.1574555,91.7580378
4976600782,26.1966229,91.7146043
7053596670,26.1785413,91.7498232
5440200089,26.1309609,91.8224452
5254025915,26.116126,91.751198
4978962593,26.1405621,91.7804771
4926123632,26.119482,91.7662948
5274698019,26.1602783,91.6929952
4992432728,26.2017666,91.6492167
4983830950,26.1926031,91.769078
4978330942,26.1881542,91.8019728
5592497171,26.1296637,91.7189051
5444879209,26.1325564,91.8125467
4978982942,26.1703468,91.8078206
4983807484,26.1921958,91.7949476
4978941443,26.1255179,91.7675033
4979069470,26.1767137,91.803545
4972479895,26.1529582,91.7319585
4993918557,26.1900272,91.7166646
4890704165,26.1408978,91.7382739
4979118821,26.1619912,91.7683375
4071082864,26.1783941,91.7743622
4978936832,26.1267967,91.7722329
4976866966,26.1343075,91.6701918
4976740436,26.1112728,91.8053839
4976870623,26.169144,91.6675168
4994125284,26.2026754,91.691579
2328418250,26.1554935,91.6762355
1364513257,26.1499632,91.6868233
6098938880,26.1259529,91.8120044
4979423795,26.1562084,91.6727167
4983823932,26.1973871,91.7850582
4976687308,26.1208324,91.8143857
4972479378,26.1482941,91.6730137
4976668152,26.1249914,91.8068327
4890614411,26.1323232,91.7967126
4976865101,26.1062853,91.6003271
4079923083,26.1619659,91.7760624
4976600345,26.1975491,91.7214291
5444879341,26.1281073,91.8059131
4978330553,26.1828961,91.8032507
2666944847,26.1669196,91.7794415
6709695325,26.1196738,91.6955847
4993886433,26.183546,91.6732291
4977168037,26.1107154,91.7763676
566695791,26.1166793,91.8131764
4978974460,26.1388434,91.7690441
7113032914,26.1715309,91.6862117
4978331781,26.1826074,91.7847088
569198544,26.0816634,91.576344
4972479542,26.1489023,91.7324913
4994016420,26.2036133,91.7285973
1380070115,26.1418387,91.6502457
4989658269,26.1725273,91.575576
4972479580,26.1496271,91.6832809
4978330890,26.1914492,91.8055321
6725362606,26.1369005,91.7795519
1299582871,26.180793,91.7495916
4972481059,26.1620174,91.6748653
6876773393,26.120593,91.7803139
4993888688,26.1832226,91.6711067
4925912299,26.1169455,91.6829965
5002448933,26.2014053,91.552939
4983827034,26.1923095,91.7825614
4978976039,26.1390112,91.7713098
4976867134,26.1483577,91.6649153
4972482715,26.1688374,91.679227
2328418156,26.1226717,91.6856464
4892939106,26.1126545,91.7881855
6709806737,26.1226817,91.8223523
4979101210,26.1726315,91.7882663
4975025123,26.132345,91.8365802
5255411008,26.1809951,91.775418
1364588916,26.1391786,91.8023694
566695760,26.1124473,91.7977778
4989695411,26.1956042,91.5707888
7087373410,26.1206276,91.7526734
4976868422,26.1579965,91.6645639
7106820279,26.1825126,91.7933813
4979088317,26.1769791,91.7892394
4978917979,26.1133966,91.7871808
6709222643,26.1316508,91.6752848
7053283968,26.1317922,91.8244654
4976724129,26.1111115,91.7984579
6205680469,26.1731703,91.7310314
4978332927,26.1874158,91.7709315
4978330646,26.1908138,91.8167572
4977091154,26.1964001,91.7581544
1364589029,26.1416135,91.8015641
6970642380,26.0962754,91.609312
4972481077,26.1621176,91.6783758
4979049344,26.1455992,91.7647852
6880513400,26.1581609,91.767785
4978945332,26.1287688,91.7621282
5053723280,26.1394059,91.6366964
4979101290,26.1674273,91.7831663
4972481363,26.1633126,91.719388
4972483358,26.1742087,91.7524524
5254025875,26.159621,91.72016
4979143596,26.1748581,91.7658994
5445097498,26.1649428,91.7785332
1577816151,26.1899061,91.7515527
4978331009,26.184539,91.7986898
653107347,26.1831339,91.7378712
566696104,26.091754,91.7879663
4976595699,26.2033455,91.6956524
566699601,26.1416117,91.7418866
4978331714,26.1914997,91.7928037
4978907741,26.1679364,91.8255861
4974642057,26.1439747,91.8272718
5789291246,26.1323085,91.7860796
4994308019,26.202443,91.6736554
7107804457,26.1800093,91.8112475
4976864979,26.1114872,91.6162309
4989755211,26.1941267,91.5617282
4424514607,26.1780888,91.5675425
4979122921,26.1596026,91.7596621
1364513442,26.1502828,91.6896312
2728008988,26.132948,91.7874868
