ID,Lat,Long
4976600587,26.2014327,91.7235708
5789049821,26.1879007,91.7976187
4890808072,26.1153742,91.7674953
5255320771,26.1667073,91.7666514
1359542446,26.1895246,91.6918411
4979128924,26.1686977,91.7681922
4989515169,26.1750736,91.5683217
4969275795,26.1904975,91.7563822
4977089741,26.1876081,91.7704343
4213421999,26.1240814,91.7893606
4978993687,26.1768402,91.8066103
4994124865,26.2075312,91.7042869
4979105562,26.1753928,91.7796226
4979130530,26.176442,91.775102
4994254384,26.2078403,91.6948271
5439720007,26.1142677,91.7980751
4978332399,26.1897776,91.7837159
4992470295,26.1862743,91.6553161
5443154511,26.111907,91.7951395
6880701798,26.1693143,91.734885
6714685677,26.1713587,91.7254721
4976662772,26.1107845,91.8057125
4978979423,26.1778939,91.8151401
4979122937,26.1637486,91.7651886
5789525363,26.1141559,91.7878854
4972483441,26.1782681,91.7524183
4979143639,26.1791091,91.7651993
4978330458,26.1818531,91.8103225
1364513983,26.1555122,91.7058509
1364513382,26.1499615,91.6919013
4976870443,26.1668377,91.6610899
4977285008,26.1080306,91.7828555
6715561373,26.1659216,91.6788667
4989841241,26.1680102,91.5598113
4890808001,26.1181005,91.7964604
4974642044,26.1383905,91.8237898
6876741675,26.1213515,91.7801568
4890614387,26.1337428,91.8002
4978955541,26.1312969,91.7820451
4978882293,26.1582623,91.8120014
4978941469,26.1268363,91.7677688
4976868703,26.1425039,91.6078931
4978331360,26.1832982,91.7994381
4978331750,26.1901086,91.796076
1364534667,26.187184,91.7566848
4977089642,26.1856823,91.7744581
4978332807,26.1910308,91.7626457
1364513584,26.1505684,91.6984778
5055410621,26.1194134,91.6833102
4978876090,26.152207,91.8024552
5256519100,26.1096503,91.5820752
4979105767,26.1757242,91.7801064
4977089691,26.1858568,91.7740432
4978332486,26.1860404,91.7771704
5253841759,26.1236609,91.5723398
4989515170,26.1708118,91.5701606
4890703757,26.1363493,91.7461583
4994016475,26.1984241,91.7188328
6970653361,26.1755489,91.74841
4979123992,26.1629976,91.7578594
7085452628,26.150382,91.7323047
4925714585,26.1047353,91.7070911
4972479809,26.1518129,91.7420944
4976868008,26.1554915,91.6644421
7110813236,26.1819357,91.749258
5592523418,26.1211172,91.7393989
4976541532,26.1403855,91.8038308
4978331232,26.1885897,91.7993952
4304674910,26.1191239,91.6150068
4424514395,26.1663955,91.5668741
4978331731,26.1903868,91.797226
7106774416,26.1827971,91.8382746
4890614282,26.1425352,91.7794016
4978978303,26.1749905,91.8186665
4976867550,26.1319934,91.5976275
6176266365,26.1300366,91.7136562
4976865217,26.1147883,91.6142488
4979048024,26.1436693,91.7596203
4992470221,26.1918441,91.6656511
569198672,26.0983023,91.5942792
4976865234,26.1138186,91.6120695
4976710569,26.1069063,91.8052962
4994040324,26.2088109,91.7419343
5789025759,26.1871936,91.7661849
4976515364,26.1429788,91.8059842
566642814,26.1091974,91.6642887
4976865627,26.1106207,91.6054679
1364513884,26.1476018,91.6938166
2283874646,26.1177887,91.7851111
7058849277,26.0996707,91.600911
4978887322,26.1549613,91.8098581
2666925206,26.177896,91.7459761
6723201180,26.148817,91.7387138
4573839863,26.1631851,91.7783361
4972482294,26.1664189,91.7247625
5789525353,26.1175572,91.7867146
4976868000,26.154083,91.660609
4978331561,26.1854597,91.7964019
5498108163,26.1239752,91.7816304
4976865509,26.1237294,91.6116611
6967861713,26.1753395,91.7514591
1364513777,26.1592865,91.707043
4976867089,26.1422953,91.6590142
4976467472,26.1493276,91.7953466
4976866490,26.132418,91.6221797
4976478631,26.1598988,91.78377
4972483196,26.1722601,91.7477988
5444939376,26.1173337,91.7983622
4977091155,26.1957194,91.7569214
6880535520,26.1719083,91.7475038
4977167953,26.1098911,91.7975025
5789125667,26.1911235,91.8095397
4978913610,26.116824,91.7961118
4977090173,26.1883101,91.7640599
6880055811,26.1599838,91.7661822
4976865391,26.1171447,91.6154849
5622971366,26.1777222,91.7757664
4972480309,26.1587474,91.70079
4976600597,26.1990681,91.7204783
4890808231,26.1277261,91.7835188
7085471713,26.0951273,91.7962939
4978947863,26.1323521,91.7688364
4977090148,26.1873041,91.7610683
653996610,26.1353765,91.8103249
4976541526,26.1335724,91.8073976
4978330600,26.187689,91.8168073
4976494491,26.1567652,91.7834099
653996538,26.1307787,91.7608939
4415545031,26.1504975,91.6914859
4979081599,26.1760881,91.7883307
5443154520,26.1146787,91.8075553
5444939369,26.1214085,91.7984967
4978329796,26.1870726,91.8309648
4977206378,26.1085735,91.7656732
4890704172,26.141241,91.7401823
4974677775,26.1525986,91.8277399
6884314939,26.1696008,91.7634532
6707479424,26.1631241,91.7806043
4976600174,26.1933037,91.756058
7079657265,26.1136871,91.7762299
4976870690,26.1860912,91.6700876
4979162122,26.1805365,91.7675534
4976668149,26.1229717,91.8074296
6881105945,26.1690784,91.7618385
4976865176,26.1031584,91.5955605
6876756313,26.159985,91.7069628
653997377,26.1446781,91.7762983
4978331997,26.187248,91.7824638
4975070670,26.1453855,91.8406763
5049675050,26.1038264,91.6397921
4994030160,26.1886238,91.7190003
6709300441,26.1621139,91.6693988
4994230003,26.1999947,91.6968765
4972481376,26.1633605,91.6950729
4723587834,26.1400008,91.796036
4976600946,26.1998466,91.6758115
4972481357,26.1632319,91.6837434
4978877442,26.1524768,91.8032514
4890745840,26.158761,91.8132968
4978899830,26.1604071,91.79914
5053230065,26.0955278,91.5724674
5440242190,26.1299971,91.823121
4978913841,26.12129,91.7872015
3052534280,26.1652557,91.7730293
4976714225,26.1089503,91.8005159
4890613301,26.1502712,91.7426795
4977284947,26.1019485,91.7542066
4992432685,26.19817,91.6412207
4976646797,26.1157087,91.8014491
4977089892,26.1893913,91.7736636
4978332193,26.1911367,91.7870872
7085535103,26.1514007,91.7867879
7085529591,26.1861533,91.6917059
4978326751,26.1884108,91.8419377
4975037499,26.1394887,91.8107035
6723428341,26.1449255,91.6698676
7070961207,26.1570197,91.8415832
4974641924,26.1375629,91.8146054
4976467479,26.1491283,91.7935038
4978331652,26.18498,91.7899864
6975686147,26.1635052,91.7134453
4976868951,26.1560013,91.6467851
5444879216,26.1333777,91.822502
7079446512,26.0956494,91.798278
4976865221,26.1166212,91.6133405
6876516612,26.1650387,91.7465518
4994016413,26.1978929,91.7182716
6722615229,26.1527162,91.6796942
4976867093,26.141356,91.6580046
4992432625,26.2073304,91.6549423
4890702044,26.1363686,91.7655507
6340536421,26.1226151,91.8059215
2319238682,26.1341057,91.8336836
5439496666,26.1409574,91.8176522
5789525359,26.1136319,91.7881938
4890703782,26.1371295,91.7432266
3736219153,26.1221376,91.8103894
4979026471,26.1461204,91.7796779
4979042652,26.1472934,91.7669777
4978940777,26.1270242,91.7666792
4978977171,26.1442043,91.7731441
2686165196,26.1807635,91.7720124
4979105563,26.1744051,91.7785247
4972482028,26.1652962,91.683692
5789524052,26.116845,91.7867497
4989839960,26.1713262,91.565483
4890614327,26.138567,91.781719
4977089694,26.1845209,91.7732044
4976867166,26.1440767,91.6656019
4978959691,26.144042,91.7848412
4976478340,26.1545941,91.7894764
5253866640,26.0898958,91.5832258
4978329792,26.1821588,91.8348554
5253907356,26.1256337,91.543854
4972479406,26.1485617,91.6807006
4976865198,26.1114484,91.6096451
4976532225,26.148447,91.8085767
4978330199,26.1831409,91.7905077
4978332215,26.1891904,91.7888514
6709695328,26.1201471,91.6946195
4975070666,26.1319025,91.839221
4972480477,26.1599798,91.6868218
4972482117,26.1659834,91.680454
7107930965,26.1789694,91.7961788
4890808216,26.1269194,91.7751315
4979080179,26.1777376,91.7923834
5592600664,26.1476553,91.7267247
4972481024,26.1617049,91.7377117
4972482081,26.1657784,91.6813783
4978333008,26.183656,91.7596608
4994313153,26.2062696,91.6791399
3736219209,26.1253363,91.8114298
4978982431,26.1779729,91.8208659
4994029711,26.1966594,91.7200295
1579094687,26.1850281,91.7446254
4994112210,26.1997941,91.7132845
4972483152,26.1713469,91.7377858
4979024872,26.1468957,91.7792326
4978331817,26.1829107,91.787281
4978945806,26.1325736,91.7693245
7081612222,26.0925453,91.7914742
4976868498,26.1379607,91.6210744
4972479777,26.15079,91.7296516
5592421275,26.1225388,91.7158683
4977089783,26.1856134,91.7688733
4976515390,26.1385544,91.8041715
4979129787,26.1745074,91.7650272
6709384338,26.1468379,91.8150267
4994124837,26.199894,91.7070402
4976867945,26.1512866,91.6700839
566669357,26.1867041,91.7124084
4989730586,26.1957168,91.5536808
6880093622,26.1448587,91.7502004
5443280784,26.1452816,91.7867131
4978914518,26.1771581,91.8214606
4978332976,26.1833922,91.7667679
4978330525,26.1872203,91.8061557
4890613314,26.152024,91.7414
566644059,26.1520852,91.6737261
6016099543,26.1211026,91.6898714
4976869526,26.1541812,91.6501272
4890746659,26.1397017,91.8278437
4892939025,26.1141724,91.7969298
4975024517,26.1319622,91.8344648
6176266334,26.1287324,91.7205172
4983830445,26.1957127,91.772597
6709181866,26.1220707,91.7965866
6970753406,26.1709835,91.7556047
4974677886,26.1605052,91.8236304
7058921919,26.1553946,91.7872846
4925714589,26.1039118,91.7079338
4979124018,26.1635809,91.7601927
7110813265,26.181912,91.7478166
653997349,26.1169767,91.786605
6880567679,26.1906257,91.6547403
4976678705,26.1240724,91.8118418
4890746798,26.1584593,91.8388391
4994313154,26.1944191,91.6688034
4978331344,26.1836352,91.8008919
4974642041,26.1413377,91.8210248
4976868622,26.1438932,91.6190157
6709181862,26.1226449,91.7960447
4978330280,26.1823774,91.8089027
4979070452,26.1777924,91.8016634
4978918010,26.121742,91.7885064
4982716462,26.1602578,91.6715097
6723209787,26.1505277,91.7115827
5592421063,26.144479,91.7009238
4977284632,26.1106038,91.759819
4976868429,26.1543467,91.6661625
6110277467,26.1894445,91.6711074
4892731580,26.1171371,91.7435539
4978331107,26.185278,91.8019728
4976662813,26.1261246,91.8093576
7071675167,26.1697825,91.7571353
7095108202,26.1523644,91.7373281
5789672855,26.1209244,91.7938011
4976869415,26.1544485,91.6477646
4890702056,26.136542,91.7649284
4976867942,26.1503486,91.6665864
6016305569,26.1111283,91.7835142
4978963628,26.1415167,91.7805844
2283874688,26.1187488,91.7843119
4979118566,26.164738,91.7760676
5234509964,26.1017055,91.5376779
4976687307,26.1202884,91.8143928
6970904297,26.1803328,91.7446797
4979123460,26.170009,91.774115
4978330076,26.1858094,91.8258368
1364340742,26.1834562,91.7821321
4979145415,26.1801032,91.7649311
4994254376,26.2061413,91.6944923
5049816457,26.148065,91.7362574
4976867296,26.1109999,91.5936588
4978987863,26.1788486,91.8132202
4979118653,26.1625967,91.7701196
4994254958,26.1940987,91.6727505
4993918478,26.1869089,91.7092388
4978987864,26.1746607,91.8134227
4976600328,26.1979442,91.7225414
7087547937,26.1531147,91.7850101
4977167993,26.1113659,91.7893014
7081660899,26.0984059,91.6122995
653096934,26.1783229,91.8242691
4890808062,26.1222114,91.7609534
4976580962,26.1342872,91.7969827
5789025768,26.185384,91.7649595
5254067453,26.1141803,91.6883687
4977089719,26.1880561,91.7704437
4972480159,26.1572836,91.700129
4976866807,26.1417717,91.6419242
4983832800,26.1974311,91.770521
4979016746,26.1695261,91.8049282
4892731597,26.116689,91.748631
5234527897,26.0922742,91.5836867
6160742113,26.126046,91.786689
5185777910,26.081449,91.6091728
4993894131,26.1805509,91.6821705
4976870445,26.1669032,91.6571131
4976865610,26.119474,91.6222344
4978932373,26.1268893,91.7842054
4976478186,26.1486812,91.801889
6715368510,26.1102637,91.7868522
4976466208,26.1433165,91.8063889
5444967123,26.1121611,91.7987802
1380069149,26.1847812,91.6765986
4974870392,26.160327,91.8365261
6709918508,26.1748556,91.7574617
5049756719,26.1311454,91.6679473
4976867149,26.1461863,91.6648273
4976865173,26.1041508,91.5956839
5592363919,26.0974816,91.7050872
5274581410,26.1631004,91.6912806
4976866788,26.1403469,91.6406262
6975479605,26.1407172,91.7992799
4976589323,26.1285748,91.8049958
5592496949,26.1205006,91.7137822
5443154505,26.1125884,91.800389
653997432,26.143792,91.7553529
4979153473,26.1763096,91.7585072
5440200075,26.1312087,91.822271
6340536420,26.1225701,91.8058776
4976600420,26.1962247,91.705333
4979129062,26.1680023,91.7687023
5592420983,26.1308281,91.7010067
4994229966,26.2028614,91.6926858
4890746621,26.1331779,91.8179237
4989841242,26.1692401,91.5607789
4978979594,26.1741143,91.8058401
4983828239,26.1996397,91.7796799
4978331820,26.1824871,91.7861277
4972479005,26.1454835,91.6826828
5789580656,26.1219443,91.7963843
4976732264,26.1081627,91.8098126
4978939829,26.1247306,91.7594428
4976868475,26.1535137,91.6517912
4972480218,26.1580415,91.7102366
1698267860,26.1669254,91.7094618
4976865455,26.1219933,91.6140054
4079922156,26.1318352,91.8086796
4976867104,26.1432821,91.6567936
4974703807,26.1561096,91.8137921
6715360897,26.1804835,91.7755231
4977287355,26.1199594,91.828558
4972479369,26.148138,91.6806067
4975070650,26.130907,91.8423714
566669262,26.1870673,91.7109657
4979087162,26.1759124,91.7869467
4976867185,26.1432966,91.668665
4974677804,26.1608549,91.8283889
4976866847,26.1394093,91.6371014
4892882571,26.1421909,91.7336431
4972477836,26.1234924,91.7194932
5443312462,26.1424854,91.7867503
1364513415,26.1488507,91.7029767
4976478183,26.1487006,91.8012277
7085624307,26.1467682,91.7349621
4978906751,26.1694972,91.8237948
4976865542,26.1206011,91.6179026
4980132836,26.1783208,91.8248512
4976595666,26.204554,91.7147524
4890703943,26.127743,91.7506456
4978332172,26.1887054,91.787281
4976867566,26.1308488,91.6037019
6707434433,26.1633104,91.6899338
4976867534,26.1046148,91.5919485
4978961089,26.138208,91.7724218
4976515383,26.1386751,91.802992
4976866677,26.1389887,91.6524259
1364588687,26.142003,91.802364
6176266374,26.1261737,91.737032
4976734239,26.1089351,91.8083004
1364513715,26.1514448,91.6862248
4972481176,26.1628395,91.6802405
6970640358,26.15903,91.755884
4977090854,26.191435,91.7600008
4974677860,26.156509,91.8271783
5592600364,26.1301046,91.7420338
5498628628,26.1290628,91.7776432
6340548748,26.1584526,91.8121977
7113122692,26.1851015,91.7601323
5498870506,26.1276235,91.7494674
4993975424,26.2091252,91.7250073
4071082863,26.1783093,91.7773525
4890702108,26.1425304,91.7572895
4972481785,26.1649174,91.7251645
4978332946,26.1865029,91.771893
4892666186,26.1556619,91.7834786
4979109019,26.1794499,91.7788569
7107928532,26.1782409,91.795958
4972480016,26.1546831,91.6855956
4976865349,26.1199713,91.6152179
4977090021,26.187473,91.7684722
4972467703,26.1206302,91.717725
4976866763,26.140554,91.6492736
6715368513,26.109194,91.7867801
4983813988,26.1960803,91.7931505
4976865165,26.1056297,91.5990688
4992431198,26.2033745,91.6450001
5789025754,26.1845707,91.7622883
6098962605,26.1284608,91.8075519
4976866634,26.131689,91.6061545
5789291220,26.1345067,91.7914957
4978929110,26.1256098,91.7827412
4978917960,26.1198922,91.7915386
7087376226,26.0988443,91.7956021
4976865493,26.1223567,91.6133616
4978941031,26.1279212,91.7649472
5255443623,26.1482608,91.7858884
4978901419,26.1636811,91.8044883
1364513237,26.155904,91.701136
4978968550,26.1437618,91.7779564
4976868189,26.1572987,91.6695161
4977090192,26.1891041,91.7610942
4976867600,26.1347979,91.5839501
4972478642,26.1385265,91.7044702
4978970997,26.1336952,91.7661469
4976865286,26.1159114,91.6067587
5444810002,26.1332299,91.8179569
5049790988,26.1043394,91.7069569
4979128502,26.1690906,91.7674964
5789291242,26.1327876,91.7858715
4979064808,26.1589427,91.7640612
4983828231,26.1958402,91.7840661
6016305558,26.1121135,91.7977425
4976736693,26.0992938,91.8022115
7113122661,26.1839618,91.7708681
4993918638,26.1883249,91.722628
4972481558,26.1640755,91.6840191
4978326748,26.1896841,91.8425681
4989839952,26.1667923,91.5749
1359542804,26.1891516,91.6957552
5789025761,26.1872302,91.7649244
4976662765,26.1113822,91.8036174
4994016449,26.2021717,91.7162777
4978331971,26.18628,91.7831193
4978942684,26.1312492,91.7768401
4974642068,26.1459872,91.8280278
5443312475,26.1418858,91.7865797
