u,v,dist
4979103207,4723528870,263.624641032
4723528870,4979103207,263.624641032
4978329812,4978329807,203.941694443
4978329807,4978329812,203.941694443
4978329807,4978329803,135.705812086
4978329803,4978329807,135.705812086
4989515195,4989515198,201.101937154
4989515198,4989515195,201.101937154
4972467683,5592523367,116.492225468
5592523367,4972467683,116.492225468
5592523367,4972467665,62.2905853549
4972467665,5592523367,62.2905853549
4972467665,4972467634,349.795598096
4972467634,4972467665,349.795598096
4979134289,4979133452,85.9185719089
4979133452,4979134289,85.9185719089
4979133452,4979134298,40.7077888249
4979134298,4979133452,40.7077888249
4976646739,4976646742,85.893114681
4976646742,4976646739,85.893114681
1364588921,1364588700,19.9833863604
1364588700,1364588921,19.9833863604
4976541108,4976541110,32.4616186804
4976541110,4976541108,32.4616186804
1364513588,1364513464,59.9716894262
1364513464,1364513588,59.9716894262
1364513464,1364513528,100.493138956
1364513528,1364513464,100.493138956
1364513528,1364513409,66.8256134894
1364513409,1364513528,66.8256134894
4972480922,4972481024,212.828314449
4972481024,4972480922,212.828314449
4972481024,4972480473,301.393897047
4972480473,4972481024,301.393897047
4974640760,4974640766,36.5370828512
4974640766,4974640760,36.5370828512
4974640766,4974640770,55.3680774573
4974640770,4974640766,55.3680774573
4974640770,4974640769,67.739161527
4974640769,4974640770,67.739161527
4976864923,4976864922,51.6448677702
4976864922,4976864923,51.6448677702
4978929145,4978932999,97.8773589089
4978932999,4978929145,97.8773589089
4978932999,4978933741,55.3929233401
4978933741,4978932999,55.3929233401
4978933741,4978932998,42.1627087337
4978932998,4978933741,42.1627087337
4978932998,4978933878,35.7230147963
4978933878,4978932998,35.7230147963
4978933878,4978934221,78.3535281732
4978934221,4978933878,78.3535281732
4976869925,4976869785,312.38116386
4976869785,4976869925,312.38116386
4976869785,4976870287,162.306934776
4976870287,4976869785,162.306934776
4976870287,4976869772,68.6774289792
4976869772,4976870287,68.6774289792
4976869772,4976869774,31.9043394064
4976869774,4976869772,31.9043394064
4976869774,4976870439,125.200693329
4976870439,4976869774,125.200693329
4890807703,4978902785,89.6868732462
4978902785,4890807703,89.6868732462
4978902785,4978902784,23.2775564993
4978902784,4978902785,23.2775564993
4304674918,4976865608,80.4828040943
4976865608,4304674918,80.4828040943
4976865608,4976865599,60.1788436299
4976865599,4976865608,60.1788436299
4976865599,4976865606,74.9100565703
4976865606,4976865599,74.9100565703
4976865606,4976865601,8.08955380217
4976865601,4976865606,8.08955380217
4976865601,4976865603,55.6060491523
4976865603,4976865601,55.6060491523
4976865603,4976865613,315.165161137
4976865613,4976865603,315.165161137
4976865613,4976865611,222.948964857
4976865611,4976865613,222.948964857
4976865611,4976865610,59.669449602
4976865610,4976865611,59.669449602
4976600919,4976600909,118.83939994
4976600909,4976600919,118.83939994
4976600909,4976600910,80.3327088847
4976600910,4976600909,80.3327088847
4978954651,5439495975,44.0678833255
5439495975,4978954651,44.0678833255
5439495975,5439495974,84.0953569044
5439495974,5439495975,84.0953569044
5439495974,4978936511,123.707280467
4978936511,5439495974,123.707280467
566666443,1380070157,151.518509288
1380070157,566666443,151.518509288
4976494458,4976494463,448.104100403
4976494463,4976494458,448.104100403
4976494463,4976494468,412.941301207
4976494468,4976494463,412.941301207
4978331328,4978331327,46.9610088221
4978331327,4978331328,46.9610088221
6880362194,6901497906,15.7254532686
6901497906,6880362194,15.7254532686
6901497906,6880362192,166.591099853
6880362192,6901497906,166.591099853
4926123634,4978938657,153.92657382
4978938657,4926123634,153.92657382
5439496667,4890746645,157.018644268
4890746645,5439496667,157.018644268
4976478329,4976478337,53.1428717186
4976478337,4976478329,53.1428717186
4976478337,7058921921,32.0492533526
7058921921,4976478337,32.0492533526
7058921921,4976478340,246.681139324
4976478340,7058921921,246.681139324
6158502945,7106749869,288.436698564
7106749869,7106749860,11.1706335035
7106749860,7106749867,7.05096826289
7106749867,7106774448,309.078178087
7106774448,7106774446,54.9710697644
7106774446,7106774442,200.07559997
5789019163,4978332808,35.9393324133
4978332808,5789019163,35.9393324133
653109424,7082135961,93.7290613116
7082135961,653109424,93.7290613116
4974642126,4974642127,87.781513932
4974642127,4974642126,87.781513932
4976868845,4976868838,48.0403804152
4976868838,4976868845,48.0403804152
4976868838,4976868844,58.3504223272
4976868844,4976868838,58.3504223272
2666919782,4926424392,132.901065896
4926424392,2666919782,132.901065896
4926424392,4926425981,107.07272858
4926425981,4926424392,107.07272858
4926425981,4926424402,103.89480583
4926424402,4926425981,103.89480583
1364340629,7087591295,16.1884758006
7087591295,1364340629,16.1884758006
7087591295,1364340962,138.849064292
1364340962,7087591295,138.849064292
1364340962,1364340935,49.1083040913
1364340935,1364340962,49.1083040913
1364340935,1364340792,31.1114942932
1364340792,1364340935,31.1114942932
1364340792,7081682610,15.4579309515
7081682610,1364340792,15.4579309515
7081682610,1364340790,53.2662765612
1364340790,7081682610,53.2662765612
1364340790,1364340713,58.3102383669
1364340713,1364340790,58.3102383669
1364340713,1364340568,21.8598614333
1364340568,1364340713,21.8598614333
1364340568,1364340498,62.9664252429
1364340498,1364340568,62.9664252429
1364340498,1364340176,77.899735635
1364340176,1364340498,77.899735635
1364340176,1364340407,58.1539919499
1364340407,1364340176,58.1539919499
1364340407,1364340348,52.5801167681
1364340348,1364340407,52.5801167681
1364340348,1364340252,22.8477611049
1364340252,1364340348,22.8477611049
4978936918,4978936917,80.6871755874
4978936917,4978936918,80.6871755874
4978936917,4978934232,63.8445318182
4978934232,4978936917,63.8445318182
4978912942,4978909015,243.03995501
4978909015,4978912942,243.03995501
4978909015,4978914685,30.8274444318
4978914685,4978909015,30.8274444318
4978332433,4978332358,53.7397996317
4978332358,4978332433,53.7397996317
4994040324,4994040326,49.4865728809
4994040326,4994040324,49.4865728809
4979124113,4979125021,65.7991011793
4979125021,4979124113,65.7991011793
6181004792,6181004793,90.0009308265
6181004793,6181004792,90.0009308265
4976494502,4976494503,115.156033542
4976494503,4976494502,115.156033542
4983823558,4983823932,244.79427413
4983823932,4983823558,244.79427413
5789125670,4979148668,117.871837251
4979148668,5789125670,117.871837251
4976866641,4976865817,1056.84323271
4976865817,4976866641,1056.84323271
4976494463,4976494472,37.0132561784
4976494472,4976494463,37.0132561784
4976868996,4976868995,37.7431758462
4976868995,4976868996,37.7431758462
5053230073,5053230078,15.7540806695
5053230078,5053230073,15.7540806695
5053230078,5053230071,12.7809047966
5053230071,5053230078,12.7809047966
4978330263,4978330279,79.5847900543
4978330279,4978330263,79.5847900543
4978330279,4978330262,298.565838755
4978330262,4978330279,298.565838755
4978887609,5440116976,29.9359929983
5440116976,4978887609,29.9359929983
5440116976,4978887608,8.08291449068
4978887608,5440116976,8.08291449068
4972479175,4972479179,107.846916619
4972479179,4972479175,107.846916619
4972479179,4972479345,123.179306474
4972479345,4972479179,123.179306474
4890746512,4974677804,441.032964713
4974677804,4890746512,441.032964713
4974677804,4974677803,103.631817784
4974677803,4974677804,103.631817784
5622971359,1364340794,351.111982631
1364340794,5622971359,351.111982631
4978885790,4978883089,86.8374884785
4978883089,4978885790,86.8374884785
6876978565,4573837408,230.225993181
4977206426,4977206459,309.985336441
4977206459,4977206426,309.985336441
4977206459,4977206458,266.90625266
4977206458,4977206459,266.90625266
1364513076,1364513924,115.504115459
1364513924,1364513076,115.504115459
1364513924,1364513065,54.4844225578
1364513065,1364513924,54.4844225578
1364513065,1364513508,56.9954054047
1364513508,1364513065,56.9954054047
4978329807,4978329796,206.77144194
4978329796,4978329807,206.77144194
4978955332,4978959634,202.079013392
4978959634,4978955332,202.079013392
4978959634,4978959636,118.381073602
4978959636,4978959634,118.381073602
4978959629,4978960921,248.815837382
4978960921,4978959629,248.815837382
6181004805,6877019868,310.797999544
6877019868,6181004805,310.797999544
6877019868,4979051894,96.159756037
4979051894,6877019868,96.159756037
4979051894,4979051893,14.0119164157
4979051893,4979051894,14.0119164157
4979051893,4979036115,129.760368474
4979036115,4979051893,129.760368474
7085535105,7085535104,55.9245943581
7085535104,7085535105,55.9245943581
566708973,4994016420,272.503483091
4994016420,566708973,272.503483091
4994016420,566708988,197.591239947
566708988,4994016420,197.591239947
3736224226,3736224231,86.3132429291
3736224231,3736224226,86.3132429291
3736224231,3736224232,6.21658695877
3736224232,3736224231,6.21658695877
4978976130,4978968457,51.069578753
4978968457,4978976130,51.069578753
4978968457,4978969156,4.18902859528
4978969156,4978968457,4.18902859528
4978969156,4978974665,251.21541436
4978974665,4978969156,251.21541436
4978331348,4978331355,118.728044067
4978331355,4978331348,118.728044067
4978331355,4978331344,33.2055929886
4978331344,4978331355,33.2055929886
4978331344,4978331340,101.474880751
4978331340,4978331344,101.474880751
4978882196,4978882186,81.4558806225
4978882186,4978882196,81.4558806225
4890614264,4978976802,55.0290048181
4978976802,4890614264,55.0290048181
4978976802,4978976422,200.360403285
4978976422,4978976802,200.360403285
4978976422,4978973011,83.2182410261
4978973011,4978976422,83.2182410261
6868824396,6868824390,178.607144817
6868824390,6868824396,178.607144817
6868824390,6881077505,41.181049735
6881077505,6868824390,41.181049735
6881077505,6868824389,97.9391139224
6868824389,6881077505,97.9391139224
5517064107,5517064111,73.8674772152
5517064111,5517064107,73.8674772152
4976870629,4976870638,96.0605586209
4976870638,4976870629,96.0605586209
4972481208,4972481137,217.856029481
4972481137,4972481208,217.856029481
4925998245,6016099541,7.85143654387
6016099541,4925998245,7.85143654387
6016099541,4925998273,435.838369425
4925998273,6016099541,435.838369425
4976867046,4976867044,170.01631469
4976867044,4976867046,170.01631469
4977090212,4977090201,74.2535122624
4977090201,4977090212,74.2535122624
4977090201,4977090204,76.4864981703
4977090204,4977090201,76.4864981703
4977090204,4977090203,54.5298891985
4977090203,4977090204,54.5298891985
4977090203,4977090206,113.397717717
4977090206,4977090203,113.397717717
4976478208,4892666020,186.985532371
4892666020,4976478208,186.985532371
4972478965,4972478769,615.954704409
4972478769,4972478965,615.954704409
1364513107,1364513006,108.691865644
1364513006,1364513107,108.691865644
1364513006,1364513821,120.662928105
1364513821,1364513006,120.662928105
1364513821,1364513681,110.52053827
1364513681,1364513821,110.52053827
6880058741,6880058739,23.7540832174
6880058739,6880058741,23.7540832174
4976865734,4976865731,43.0248393753
4976865731,4976865734,43.0248393753
4976865814,4976865813,32.1107929994
4976865813,4976865814,32.1107929994
4976865813,4976865812,18.2619071406
4976865812,4976865813,18.2619071406
4976717351,4976717355,242.876672109
4976717355,4976717351,242.876672109
4972479348,4972479535,184.189299726
4972479535,4972479348,184.189299726
4972479535,4972479541,40.2702165954
4972479541,4972479535,40.2702165954
4972479541,4972479216,195.516924307
4972479216,4972479541,195.516924307
6707509990,6707509986,198.30377441
6707509986,6707509990,198.30377441
4977206307,4977206311,410.092424958
4977206311,4977206307,410.092424958
7113122695,653109403,5.17262429312
653109403,7113122695,5.17262429312
653109403,4977090205,171.1184491
4977090205,653109403,171.1184491
4977090205,1364534633,80.8948125864
1364534633,4977090205,80.8948125864
1364534633,5789019163,30.1506147359
5789019163,1364534633,30.1506147359
5789019163,4977090231,57.2173971354
4977090231,5789019163,57.2173971354
4977090231,5789019164,62.5807615191
5789019164,4977090231,62.5807615191
5789019164,4977090255,53.9021494266
4977090255,5789019164,53.9021494266
4977090255,4977090869,35.2749933919
4977090869,4977090255,35.2749933919
4977090869,4977090868,136.038835306
4977090868,4977090869,136.038835306
4977090868,4977090879,20.0012327217
4977090879,4977090868,20.0012327217
4977090879,653109405,21.37096699
653109405,4977090879,21.37096699
2686216904,1364341008,65.4413936994
1364341008,2686216904,65.4413936994
653097002,4978331409,86.846324408
4978331409,653097002,86.846324408
4978331409,4978330553,7.09632486814
4978330553,4978331409,7.09632486814
1364340252,4979089018,122.476386705
4979089018,1364340252,122.476386705
4979089018,4979106344,47.3020126202
4979106344,4979089018,47.3020126202
4979106344,4979106778,54.6912374859
4979106778,4979106344,54.6912374859
4979106778,4979087132,29.1037440067
4979087132,4979106778,29.1037440067
4979087132,1364340855,99.2142484604
1364340855,4979087132,99.2142484604
1364340855,653096850,102.60513563
653096850,1364340855,102.60513563
653096850,4979101439,63.3432771535
4979101439,653096850,63.3432771535
4979101439,4979161339,75.7937748822
4979161339,4979101439,75.7937748822
4979161339,6709388888,45.7525859576
6709388888,4979161339,45.7525859576
6709388888,4979161344,81.4716619922
4979161344,6709388888,81.4716619922
4979161344,4979098656,41.6069559388
4979098656,4979161344,41.6069559388
4979098656,4979162359,10.3818627213
4979162359,4979098656,10.3818627213
4979162359,4979102247,61.2307108384
4979102247,4979162359,61.2307108384
4979102247,4723528870,54.2138437489
4723528870,4979102247,54.2138437489
4723528870,5789654901,80.8323894043
5789654901,4723528870,80.8323894043
5789654901,2666944849,109.269265859
2666944849,5789654901,109.269265859
2666944849,2666944846,72.9931233172
2666944846,2666944849,72.9931233172
2666944846,2666944845,55.0945680248
2666944845,2666944846,55.0945680248
2666944845,2666944847,397.959291998
2666944847,2666944845,397.959291998
1364588855,1364589029,267.056105127
1364589029,1364588855,267.056105127
4977089762,4978332925,74.5006713727
4978332925,4977089762,74.5006713727
4976865275,4976865274,114.5020852
4976865274,4976865275,114.5020852
7070827338,7070827336,78.843251887
7070827336,7070827338,78.843251887
4989695077,4989695079,229.895696596
4989695079,4989695077,229.895696596
1299582655,2344049381,53.5556895677
2344049381,5255199883,241.371810358
4972482375,4972482392,144.18602312
4972482392,4972482375,144.18602312
4972482392,4972482301,190.522093115
4972482301,4972482392,190.522093115
4972482301,4972482307,5.48596383159
4972482307,4972482301,5.48596383159
5444939359,5444939360,6.05352401233
5444939360,5444939359,6.05352401233
5444939360,6723101571,107.753388029
6723101571,5444939360,107.753388029
6723101571,6723101565,154.474089527
6723101565,6723101571,154.474089527
4994125238,4994125251,357.626273795
4994125251,4994125238,357.626273795
4978956308,4978956306,39.6819704097
4978956306,4978956308,39.6819704097
4890613494,4890613495,61.3261033265
4890613495,4890613494,61.3261033265
4890613495,5789532657,276.545556375
5789532657,4890613495,276.545556375
5789532657,5789524051,62.3197698573
5789524051,5789532657,62.3197698573
5789524051,653997348,7.99470408874
653997348,5789524051,7.99470408874
4978893605,4978893079,83.7347853206
4978893079,4978893605,83.7347853206
4978893079,4978892994,243.717751063
4978892994,4978893079,243.717751063
4892939079,4892939077,111.513384332
4892939077,4892939079,111.513384332
4892939077,4892939076,88.2033252672
4892939076,4892939077,88.2033252672
4892939076,4892939075,52.5593089357
4892939075,4892939076,52.5593089357
5443280755,5443280761,83.0554461015
5443280761,5443280755,83.0554461015
4978331332,4978331329,109.061158908
4978331329,4978331332,109.061158908
4972480792,7085200563,158.909678028
7085200563,4972480792,158.909678028
4975070658,4975070666,187.170253783
4975070666,4975070658,187.170253783
4976600954,4992470260,209.019761845
4992470260,4976600954,209.019761845
5445030339,4976580968,300.713187591
4976580968,5445030339,300.713187591
4979423795,4979423796,190.21176082
4976869091,4976869089,45.8571424142
4976869089,4976869091,45.8571424142
1359194861,5439495951,5.09884616885
5439495951,1359194861,5.09884616885
5439495951,1359194474,300.873234916
1359194474,5439495951,300.873234916
4972480293,4972480238,141.028300926
4972480238,4972480293,141.028300926
7123305946,5234510011,20.0814097235
5234510011,7123305946,20.0814097235
5234510011,5234510029,933.282427858
5234510029,5234510011,933.282427858
4979164625,4979164624,99.0022712408
4979164624,4979164625,99.0022712408
6132668189,6132668191,112.634266528
6132668191,6132668189,112.634266528
4983803152,4983803151,90.6836731327
4983803151,4983803152,90.6836731327
4972481369,4972481180,54.3715104913
4972481180,4972481369,54.3715104913
4972481180,4972481115,44.5138541162
4972481115,4972481180,44.5138541162
4972481115,5274687640,43.72049111
5274687640,4972481115,43.72049111
1364513837,1364513624,82.4707789111
1364513624,1364513837,82.4707789111
7081316375,7081316372,313.330360811
7081316372,7081316375,313.330360811
4978330913,4978330908,108.10497396
4978330908,4978330913,108.10497396
4972482883,4972482821,214.017748643
4972482821,4972482883,214.017748643
4978989252,4978989250,72.7270075034
4978989250,4978989252,72.7270075034
653109405,1364534603,172.210244817
1364534603,653109405,172.210244817
4978946952,6722728904,53.2151866292
6722728904,4978946952,53.2151866292
6722728904,4978946950,23.5473607495
4978946950,6722728904,23.5473607495
3052481685,3052481686,12.081615934
3052481686,3052481685,12.081615934
4976862898,4976862887,102.965136319
4976862887,4976862898,102.965136319
4976862887,4976862877,33.6079020901
4976862877,4976862887,33.6079020901
4976862877,4976862899,20.8693790884
4976862899,4976862877,20.8693790884
4976862899,4976862897,72.4204500122
4976862897,4976862899,72.4204500122
4976862897,4976862896,60.2141382155
4976862896,4976862897,60.2141382155
2328418102,4925998245,419.417575403
4925998245,2328418146,848.792801157
2328418146,2328418156,1159.12049239
2328418156,2328418157,335.592979821
7107930967,7107907817,7.61532685291
7107907817,7107930967,7.61532685291
7107907817,7107930965,7.43634242684
7107930965,7107907817,7.43634242684
7107930965,7107930963,39.2024896822
7107930963,7107930965,39.2024896822
5789603219,4978903278,180.385329852
4978903278,5789603219,180.385329852
4890779433,4890779432,13.0849801261
4890779432,4890779433,13.0849801261
5439831214,5439841656,38.2558741026
7113032922,4972483177,135.054289185
4972483177,7113032922,135.054289185
4972483177,4972483133,407.750745187
4972483133,4972483177,407.750745187
4976868422,4976868220,179.573382536
4976868220,4976868422,179.573382536
4976868220,4976868421,61.1876913541
4976868421,4976868220,61.1876913541
4890702051,4978970995,94.9131063168
4978970995,4890702051,94.9131063168
566666129,4992438531,1511.00910792
4992438531,566666129,1511.00910792
4992438531,4992438537,199.484069465
4992438537,4992438531,199.484069465
6709899199,6709899198,15.0107689599
6709899198,6709899199,15.0107689599
1299582580,5498866271,239.89989733
5498866271,1299582580,239.89989733
5498866271,4892731580,385.276588635
4892731580,5498866271,385.276588635
4976595712,4994125287,78.0203127384
4994125287,4976595712,78.0203127384
4994125287,4976595737,395.389241544
4976595737,4994125287,395.389241544
4974547844,4974547849,156.577772634
4974547849,4974547844,156.577772634
4972483363,4972483211,272.057185668
4972483211,4972483363,272.057185668
4972483211,6877170905,330.442020406
6877170905,4972483211,330.442020406
653109390,653109391,131.288108293
653109391,653109390,131.288108293
653109391,4969276022,6.50927107639
4969276022,653109391,6.50927107639
4969276022,4969276037,120.304731987
4969276037,4969276022,120.304731987
4969276037,4969276040,102.345238372
4969276040,4969276037,102.345238372
4969276040,1577816156,68.021793766
1577816156,4969276040,68.021793766
4976572433,4976572437,139.200584566
4976572437,4976572433,139.200584566
4976572437,4976572434,165.147959932
4976572434,4976572437,165.147959932
4978330718,4978330717,50.4004778217
4978330717,4978330718,50.4004778217
5440250922,5440253359,23.9100964896
5440253359,5440250922,23.9100964896
4890746710,4890746670,304.513260298
4890746670,4890746710,304.513260298
4890746670,7071903600,146.832427262
7071903600,4890746670,146.832427262
7071903600,4890746663,162.545450785
4890746663,7071903600,162.545450785
4890746663,4079923005,115.484632346
4079923005,4890746663,115.484632346
4079923005,4079922999,5.87187191606
4079922999,4079923005,5.87187191606
4890808176,4890808177,133.447706894
4890808177,4890808176,133.447706894
4890808177,4890808175,61.5852438222
4890808175,4890808177,61.5852438222
4890808175,4890808174,30.4166741703
4890808174,4890808175,30.4166741703
4976572494,4890614380,84.3063111941
4890614380,4976572494,84.3063111941
4977284947,4977284951,148.803492203
4977284951,4977284947,148.803492203
4979085337,5622971380,7.90290854116
5622971380,4979085337,7.90290854116
5622971380,4979085334,192.678206102
4979085334,5622971380,192.678206102
4979085334,4979068631,84.4792499768
4979068631,4979085334,84.4792499768
4979068631,7107928567,9.09168907111
7107928567,4979068631,9.09168907111
7107928567,4979070452,5.09408368787
4979070452,7107928567,5.09408368787
4979070452,4979080551,626.659919172
4979080551,4979070452,626.659919172
4979080551,4979085326,6.34066504712
4979085326,4979080551,6.34066504712
4979085326,4979085323,53.2634408894
4979085323,4979085326,53.2634408894
4976478139,4976478141,299.520031692
4976478141,4976478139,299.520031692
4976865445,4976865446,82.3833757132
4976865446,4976865445,82.3833757132
4976865446,4976865440,47.6874253262
4976865440,4976865446,47.6874253262
4976865440,4976865438,49.6270397622
4976865438,4976865440,49.6270397622
4976865438,4976865427,49.3738542653
4976865427,4976865438,49.3738542653
4976865427,4976865424,84.3128004381
4976865424,4976865427,84.3128004381
4976865424,4976865433,31.3441386759
4976865433,4976865424,31.3441386759
4978929111,4978929723,256.166635942
4978929723,4978929111,256.166635942
4978929723,4978928805,281.724746564
4978928805,4978929723,281.724746564
4978928805,4213423789,112.700087871
4213423789,4978928805,112.700087871
4978331232,4978331226,128.066709494
4978331226,4978331232,128.066709494
4977284849,4977284858,217.350403988
4977284858,4977284849,217.350403988
4979029116,4979030180,148.652432389
4979030180,4979029116,148.652432389
4979030180,4979030274,8.60614724569
4979030274,4979030180,8.60614724569
4979030274,4979030275,53.7556587309
4979030275,4979030274,53.7556587309
1364513503,1364513726,273.977904303
1364513726,1364513503,273.977904303
6176266334,6176266337,268.417902109
6176266337,6176266334,268.417902109
4212469235,4212469238,260.099298274
4212469238,4212469235,260.099298274
4212469238,4212469237,306.075635287
4212469237,4212469238,306.075635287
6970461000,6970431584,91.4094895676
6970431584,6970461000,91.4094895676
6970431584,6970460997,63.806206707
6970460997,6970431584,63.806206707
4974707457,4974707456,59.3287169519
4974707456,4974707457,59.3287169519
4974707456,4974707468,18.6131479606
4974707468,4974707456,18.6131479606
4974707468,4974707466,66.6135130062
4974707466,4974707468,66.6135130062
4974707466,4974707461,84.2401772517
4974707461,4974707466,84.2401772517
7079592371,7079592369,247.057946754
7079592369,7079592371,247.057946754
3736220267,4213422028,176.357091925
4978961070,4978964850,109.014023703
4978964850,4978961070,109.014023703
4972479860,4972479987,440.90100748
4972479987,4972479860,440.90100748
4972479987,4972479982,606.758522951
4972479982,4972479987,606.758522951
4972479982,4972480122,480.555262716
4972480122,4972479982,480.555262716
4972480122,4972480129,54.419336519
4972480129,4972480122,54.419336519
4972480129,4972480299,737.117163732
4972480299,4972480129,737.117163732
6880035183,6880035181,44.439398234
6880035181,6880035183,44.439398234
4976869031,4976869025,240.950557056
4976869025,4976869031,240.950557056
4993892808,4993894123,407.944778825
4993894123,4993892808,407.944778825
4993894123,4993894130,168.342309803
4993894130,4993894123,168.342309803
4978913025,5498531484,121.647455768
5498531484,4978913025,121.647455768
4978945641,4978945640,60.2412182526
4978945640,4978945641,60.2412182526
6928944066,4979125034,48.4235531076
4979125034,6928944066,48.4235531076
4979125034,4979125027,131.298628639
4979125027,4979125034,131.298628639
6877342746,6877342743,106.610382865
6877342743,6877342746,106.610382865
569198777,6110272789,10.0948657125
6110272789,569198777,10.0948657125
6098962591,6098962600,286.335131786
6098962600,6098962591,286.335131786
4979124397,4979124394,171.671782049
4979124394,4979124397,171.671782049
4979124394,4979123989,132.248791631
4979123989,4979124394,132.248791631
4974642093,4974642095,191.633953742
4974642095,4974642093,191.633953742
4978333014,2333029625,79.3948576775
2333029625,4978333014,79.3948576775
4978894463,4978886586,159.901132284
4978886586,4978894463,159.901132284
5498627027,4978928773,217.245769404
4978928773,5498627027,217.245769404
4978928773,5504592334,154.995965988
5504592334,4978928773,154.995965988
6881105952,6881105945,154.824565243
6881105945,6881105952,154.824565243
4972482715,4972482848,36.3686152679
4972482848,4972482715,36.3686152679
4972482848,4972482883,23.0268774193
4972482883,4972482848,23.0268774193
4972482883,4972482911,54.1498539684
4972482911,4972482883,54.1498539684
4976710538,4976710537,182.33105786
4976710537,4976710538,182.33105786
4976710537,4976710541,58.9528641417
4976710541,4976710537,58.9528641417
4978880746,4978880194,27.788571572
4978880194,4978880746,27.788571572
4978880194,4978880748,97.1547999447
4978880748,4978880194,97.1547999447
4978880748,4978880368,29.6328607533
4978880368,4978880748,29.6328607533
4978880368,4978880191,45.5072108185
4978880191,4978880368,45.5072108185
4976862920,4976864933,53.8646761542
4976864933,4976862920,53.8646761542
5443154509,5443154510,13.7189080049
5443154510,5443154509,13.7189080049
4978959529,4978958212,29.7462132286
4978958212,4978959529,29.7462132286
4978958212,4978959238,20.3819664746
4978959238,4978958212,20.3819664746
4978959238,4978959621,47.9574736113
4978959621,4978959238,47.9574736113
4978959621,4978958355,126.01513397
4978958355,4978959621,126.01513397
1364380938,6714956762,51.2261633581
6714956762,1364380938,51.2261633581
4972477986,4972477928,600.689194396
4972477928,4972477986,600.689194396
4972477928,5049820875,95.3875428876
5049820875,4972477928,95.3875428876
5049820875,4972477858,157.684395627
4972477858,5049820875,157.684395627
4972477858,4972477833,106.983187157
4972477833,4972477858,106.983187157
4972477833,4972477826,48.3504735
4972477826,4972477833,48.3504735
4972477826,4972477822,65.3063371578
4972477822,4972477826,65.3063371578
4972477822,5049820913,56.9671910085
5049820913,4972477822,56.9671910085
5049820913,4972467711,98.9829663379
4972467711,5049820913,98.9829663379
4972467711,4972467707,30.1395927781
4972467707,4972467711,30.1395927781
4972467707,4972467694,136.419056665
4972467694,4972467707,136.419056665
4972467694,5049820918,22.8577048223
5049820918,4972467694,22.8577048223
5049820918,4972467679,111.564145384
4972467679,5049820918,111.564145384
4972467679,4972467645,302.247745912
4972467645,4972467679,302.247745912
6158502919,7081655094,288.771765459
7081655094,6158502919,288.771765459
6715305172,6715305170,106.300237085
6715305170,6715305172,106.300237085
4993918449,4993918454,88.1056474765
4993918454,4993918449,88.1056474765
4993918454,4993918559,90.3529475988
4993918559,4993918454,90.3529475988
6808266768,6877058208,25.092735687
6877058208,6808266768,25.092735687
6877058208,6808268816,138.513364814
6808268816,6877058208,138.513364814
6808268816,6876982591,87.2959422169
6876982591,6808268816,87.2959422169
6723201180,6723201158,32.6729134079
6723201158,6723201180,32.6729134079
6723201158,6723201163,40.3181632667
6723201163,6723201158,40.3181632667
6723201163,6723201161,55.2876773865
6723201161,6723201163,55.2876773865
4972479392,4972479369,67.1598831851
4972479369,4972479392,67.1598831851
4975070650,4975070651,80.4812674486
4975070651,4975070650,80.4812674486
4976595372,4976595370,154.183137203
4976595370,4976595372,154.183137203
4978978591,4978977737,46.0965780542
4978977737,4978978591,46.0965780542
4978977737,4978978314,73.6978673733
4978978314,4978977737,73.6978673733
4978978314,4978976922,123.387040339
4978976922,4978978314,123.387040339
4979123973,6868819477,162.402594529
6868819477,4979123973,162.402594529
6868819477,4979123969,24.8836917084
4979123969,6868819477,24.8836917084
4979123969,4979122931,252.864281885
4979122931,4979123969,252.864281885
4979122931,4979124249,44.5645814923
4979124249,4979122931,44.5645814923
4979124249,2666945387,133.395918769
2666945387,4979124249,133.395918769
7094485630,7094485629,18.2183478757
7094485629,7094485630,18.2183478757
4972479778,4972479737,55.2102077792
4972479737,4972479778,55.2102077792
4972479737,566644054,63.0325954385
566644054,4972479737,63.0325954385
4972483203,4972483196,17.121766666
4972483196,4972483203,17.121766666
6876721641,4979113636,170.122624008
4979113636,6876721641,170.122624008
4978332702,4978332700,64.033593275
4978332700,4978332702,64.033593275
4978332700,4978332695,125.700893858
4978332695,4978332700,125.700893858
4974640757,4974640760,59.0471304817
4974640760,4974640757,59.0471304817
4974640760,4975167303,32.064543746
4975167303,4974640760,32.064543746
4975167303,4974640743,152.867610879
4974640743,4975167303,152.867610879
4978331627,4978331717,144.678020763
4978331717,4978331627,144.678020763
4978331717,4978331714,197.531230041
4978331714,4978331717,197.531230041
6877111102,6877111105,37.3975456495
6877111105,6877111102,37.3975456495
4977089747,4977089746,102.008899177
4977089746,4977089747,102.008899177
4977089746,4977089744,64.9649324849
4977089744,4977089746,64.9649324849
6877170886,4972483408,288.326002966
4972483408,6877170886,288.326002966
4978330257,4978330252,27.8801518841
4978330252,4978330257,27.8801518841
4978330252,4978330253,387.252821671
4978330253,4978330252,387.252821671
4979028751,4979027285,34.5587352496
4979027285,4979028751,34.5587352496
4979027285,4979016802,61.3764686506
4979016802,4979027285,61.3764686506
4979016802,4979027597,13.0373355783
4979027597,4979016802,13.0373355783
4925979471,5071291324,100.511368905
